Time,Number of Animals,Average sense radius, Average speed,Average reproduction threshold,Average passed energy
342,7,6864.261,1049.754,70274.34,30064.01
343,7,6864.261,1049.754,70274.34,30064.01
344,7,6864.261,1049.754,70274.34,30064.01
345,7,6864.261,1049.754,70274.34,30064.01
346,7,6864.261,1049.754,70274.34,30064.01
347,7,6864.261,1049.754,70274.34,30064.01
348,7,6864.261,1049.754,70274.34,30064.01
349,7,6864.261,1049.754,70274.34,30064.01
350,7,6864.261,1049.754,70274.34,30064.01
351,7,6864.261,1049.754,70274.34,30064.01
352,7,6864.261,1049.754,70274.34,30064.01
353,7,6864.261,1049.754,70274.34,30064.01
354,7,6864.261,1049.754,70274.34,30064.01
355,7,6864.261,1049.754,70274.34,30064.01
356,7,6864.261,1049.754,70274.34,30064.01
357,7,6864.261,1049.754,70274.34,30064.01
358,7,6864.261,1049.754,70274.34,30064.01
359,7,6864.261,1049.754,70274.34,30064.01
360,7,6864.261,1049.754,70274.34,30064.01
361,7,6864.261,1049.754,70274.34,30064.01
362,7,6864.261,1049.754,70274.34,30064.01
363,7,6864.261,1049.754,70274.34,30064.01
364,7,6864.261,1049.754,70274.34,30064.01
365,7,6864.261,1049.754,70274.34,30064.01
366,7,6864.261,1049.754,70274.34,30064.01
367,7,6864.261,1049.754,70274.34,30064.01
368,7,6864.261,1049.754,70274.34,30064.01
369,7,6864.261,1049.754,70274.34,30064.01
370,7,6864.261,1049.754,70274.34,30064.01
371,7,6864.261,1049.754,70274.34,30064.01
372,7,6864.261,1049.754,70274.34,30064.01
373,7,6864.261,1049.754,70274.34,30064.01
374,7,6864.261,1049.754,70274.34,30064.01
375,7,6864.261,1049.754,70274.34,30064.01
376,7,6864.261,1049.754,70274.34,30064.01
377,7,6864.261,1049.754,70274.34,30064.01
378,7,6864.261,1049.754,70274.34,30064.01
379,7,6864.261,1049.754,70274.34,30064.01
380,7,6864.261,1049.754,70274.34,30064.01
381,7,6864.261,1049.754,70274.34,30064.01
382,7,6864.261,1049.754,70274.34,30064.01
383,7,6864.261,1049.754,70274.34,30064.01
384,7,6864.261,1049.754,70274.34,30064.01
385,7,6864.261,1049.754,70274.34,30064.01
386,7,6864.261,1049.754,70274.34,30064.01
387,7,6864.261,1049.754,70274.34,30064.01
388,7,6864.261,1049.754,70274.34,30064.01
389,7,6864.261,1049.754,70274.34,30064.01
390,7,6864.261,1049.754,70274.34,30064.01
391,7,6864.261,1049.754,70274.34,30064.01
392,7,6864.261,1049.754,70274.34,30064.01
393,7,6864.261,1049.754,70274.34,30064.01
394,7,6864.261,1049.754,70274.34,30064.01
395,7,6864.261,1049.754,70274.34,30064.01
396,7,6864.261,1049.754,70274.34,30064.01
397,7,6864.261,1049.754,70274.34,30064.01
398,7,6864.261,1049.754,70274.34,30064.01
399,7,6864.261,1049.754,70274.34,30064.01
400,7,6864.261,1049.754,70274.34,30064.01
401,7,6864.261,1049.754,70274.34,30064.01
402,7,6864.261,1049.754,70274.34,30064.01
403,7,6864.261,1049.754,70274.34,30064.01
404,7,6864.261,1049.754,70274.34,30064.01
405,7,6864.261,1049.754,70274.34,30064.01
406,7,6864.261,1049.754,70274.34,30064.01
407,7,6864.261,1049.754,70274.34,30064.01
408,7,6864.261,1049.754,70274.34,30064.01
409,7,6864.261,1049.754,70274.34,30064.01
410,7,6864.261,1049.754,70274.34,30064.01
411,7,6864.261,1049.754,70274.34,30064.01
412,7,6864.261,1049.754,70274.34,30064.01
413,7,6864.261,1049.754,70274.34,30064.01
414,7,6864.261,1049.754,70274.34,30064.01
415,7,6864.261,1049.754,70274.34,30064.01
416,7,6864.261,1049.754,70274.34,30064.01
417,7,6864.261,1049.754,70274.34,30064.01
418,7,6864.261,1049.754,70274.34,30064.01
419,7,6864.261,1049.754,70274.34,30064.01
420,7,6864.261,1049.754,70274.34,30064.01
421,7,6864.261,1049.754,70274.34,30064.01
422,6,6841.638,1058.047,70320.07,30074.68
423,6,6841.638,1058.047,70320.07,30074.68
424,6,6841.638,1058.047,70320.07,30074.68
425,6,6841.638,1058.047,70320.07,30074.68
426,6,6841.638,1058.047,70320.07,30074.68
427,6,6841.638,1058.047,70320.07,30074.68
428,6,6841.638,1058.047,70320.07,30074.68
429,6,6841.638,1058.047,70320.07,30074.68
430,6,6841.638,1058.047,70320.07,30074.68
431,6,6841.638,1058.047,70320.07,30074.68
432,6,6841.638,1058.047,70320.07,30074.68
433,6,6841.638,1058.047,70320.07,30074.68
434,6,6841.638,1058.047,70320.07,30074.68
435,6,6841.638,1058.047,70320.07,30074.68
436,6,6841.638,1058.047,70320.07,30074.68
437,6,6841.638,1058.047,70320.07,30074.68
438,6,6841.638,1058.047,70320.07,30074.68
439,6,6841.638,1058.047,70320.07,30074.68
440,6,6841.638,1058.047,70320.07,30074.68
441,6,6841.638,1058.047,70320.07,30074.68
442,6,6841.638,1058.047,70320.07,30074.68
443,6,6841.638,1058.047,70320.07,30074.68
444,6,6841.638,1058.047,70320.07,30074.68
445,6,6841.638,1058.047,70320.07,30074.68
446,6,6841.638,1058.047,70320.07,30074.68
447,6,6841.638,1058.047,70320.07,30074.68
448,6,6841.638,1058.047,70320.07,30074.68
449,6,6841.638,1058.047,70320.07,30074.68
450,6,6841.638,1058.047,70320.07,30074.68
451,6,6841.638,1058.047,70320.07,30074.68
452,6,6841.638,1058.047,70320.07,30074.68
453,6,6841.638,1058.047,70320.07,30074.68
454,6,6841.638,1058.047,70320.07,30074.68
455,6,6841.638,1058.047,70320.07,30074.68
456,6,6841.638,1058.047,70320.07,30074.68
457,6,6841.638,1058.047,70320.07,30074.68
458,6,6841.638,1058.047,70320.07,30074.68
459,6,6841.638,1058.047,70320.07,30074.68
460,6,6841.638,1058.047,70320.07,30074.68
461,6,6841.638,1058.047,70320.07,30074.68
462,6,6841.638,1058.047,70320.07,30074.68
463,6,6841.638,1058.047,70320.07,30074.68
464,6,6841.638,1058.047,70320.07,30074.68
465,6,6841.638,1058.047,70320.07,30074.68
466,6,6841.638,1058.047,70320.07,30074.68
467,6,6841.638,1058.047,70320.07,30074.68
468,6,6841.638,1058.047,70320.07,30074.68
469,6,6841.638,1058.047,70320.07,30074.68
470,6,6841.638,1058.047,70320.07,30074.68
471,6,6841.638,1058.047,70320.07,30074.68
472,6,6841.638,1058.047,70320.07,30074.68
473,6,6841.638,1058.047,70320.07,30074.68
474,6,6841.638,1058.047,70320.07,30074.68
475,6,6841.638,1058.047,70320.07,30074.68
476,6,6841.638,1058.047,70320.07,30074.68
477,6,6841.638,1058.047,70320.07,30074.68
478,6,6841.638,1058.047,70320.07,30074.68
479,6,6841.638,1058.047,70320.07,30074.68
480,6,6841.638,1058.047,70320.07,30074.68
481,6,6841.638,1058.047,70320.07,30074.68
482,6,6841.638,1058.047,70320.07,30074.68
483,6,6841.638,1058.047,70320.07,30074.68
484,6,6841.638,1058.047,70320.07,30074.68
485,6,6841.638,1058.047,70320.07,30074.68
486,6,6841.638,1058.047,70320.07,30074.68
487,6,6841.638,1058.047,70320.07,30074.68
488,6,6841.638,1058.047,70320.07,30074.68
489,6,6841.638,1058.047,70320.07,30074.68
490,6,6841.638,1058.047,70320.07,30074.68
491,6,6841.638,1058.047,70320.07,30074.68
492,6,6841.638,1058.047,70320.07,30074.68
493,6,6841.638,1058.047,70320.07,30074.68
494,6,6841.638,1058.047,70320.07,30074.68
495,6,6841.638,1058.047,70320.07,30074.68
496,6,6841.638,1058.047,70320.07,30074.68
497,6,6841.638,1058.047,70320.07,30074.68
498,6,6841.638,1058.047,70320.07,30074.68
499,6,6841.638,1058.047,70320.07,30074.68
500,6,6841.638,1058.047,70320.07,30074.68
501,6,6841.638,1058.047,70320.07,30074.68
502,6,6841.638,1058.047,70320.07,30074.68
503,6,6841.638,1058.047,70320.07,30074.68
504,6,6841.638,1058.047,70320.07,30074.68
505,6,6841.638,1058.047,70320.07,30074.68
506,6,6841.638,1058.047,70320.07,30074.68
507,6,6841.638,1058.047,70320.07,30074.68
508,6,6841.638,1058.047,70320.07,30074.68
509,6,6841.638,1058.047,70320.07,30074.68
510,6,6841.638,1058.047,70320.07,30074.68
511,6,6841.638,1058.047,70320.07,30074.68
512,6,6841.638,1058.047,70320.07,30074.68
513,6,6841.638,1058.047,70320.07,30074.68
514,6,6841.638,1058.047,70320.07,30074.68
515,6,6841.638,1058.047,70320.07,30074.68
516,6,6841.638,1058.047,70320.07,30074.68
517,6,6841.638,1058.047,70320.07,30074.68
518,6,6841.638,1058.047,70320.07,30074.68
519,6,6841.638,1058.047,70320.07,30074.68
520,6,6841.638,1058.047,70320.07,30074.68
521,6,6841.638,1058.047,70320.07,30074.68
522,6,6841.638,1058.047,70320.07,30074.68
523,6,6841.638,1058.047,70320.07,30074.68
524,6,6841.638,1058.047,70320.07,30074.68
525,6,6841.638,1058.047,70320.07,30074.68
526,6,6841.638,1058.047,70320.07,30074.68
527,6,6841.638,1058.047,70320.07,30074.68
528,6,6841.638,1058.047,70320.07,30074.68
529,6,6841.638,1058.047,70320.07,30074.68
530,6,6841.638,1058.047,70320.07,30074.68
531,6,6841.638,1058.047,70320.07,30074.68
532,6,6841.638,1058.047,70320.07,30074.68
533,6,6841.638,1058.047,70320.07,30074.68
534,6,6841.638,1058.047,70320.07,30074.68
535,6,6841.638,1058.047,70320.07,30074.68
536,6,6841.638,1058.047,70320.07,30074.68
537,6,6841.638,1058.047,70320.07,30074.68
538,6,6841.638,1058.047,70320.07,30074.68
539,6,6841.638,1058.047,70320.07,30074.68
540,6,6841.638,1058.047,70320.07,30074.68
541,6,6841.638,1058.047,70320.07,30074.68
542,6,6841.638,1058.047,70320.07,30074.68
543,6,6841.638,1058.047,70320.07,30074.68
544,6,6841.638,1058.047,70320.07,30074.68
545,6,6841.638,1058.047,70320.07,30074.68
546,6,6841.638,1058.047,70320.07,30074.68
547,6,6841.638,1058.047,70320.07,30074.68
548,6,6841.638,1058.047,70320.07,30074.68
549,6,6841.638,1058.047,70320.07,30074.68
550,6,6841.638,1058.047,70320.07,30074.68
551,6,6841.638,1058.047,70320.07,30074.68
552,6,6841.638,1058.047,70320.07,30074.68
553,6,6841.638,1058.047,70320.07,30074.68
554,6,6841.638,1058.047,70320.07,30074.68
555,6,6841.638,1058.047,70320.07,30074.68
556,6,6841.638,1058.047,70320.07,30074.68
557,6,6841.638,1058.047,70320.07,30074.68
558,6,6841.638,1058.047,70320.07,30074.68
559,6,6841.638,1058.047,70320.07,30074.68
560,6,6841.638,1058.047,70320.07,30074.68
561,6,6841.638,1058.047,70320.07,30074.68
562,6,6841.638,1058.047,70320.07,30074.68
563,6,6841.638,1058.047,70320.07,30074.68
564,6,6841.638,1058.047,70320.07,30074.68
565,6,6841.638,1058.047,70320.07,30074.68
566,6,6841.638,1058.047,70320.07,30074.68
567,6,6841.638,1058.047,70320.07,30074.68
568,6,6841.638,1058.047,70320.07,30074.68
569,6,6841.638,1058.047,70320.07,30074.68
570,6,6841.638,1058.047,70320.07,30074.68
571,6,6841.638,1058.047,70320.07,30074.68
572,6,6841.638,1058.047,70320.07,30074.68
573,6,6841.638,1058.047,70320.07,30074.68
574,6,6841.638,1058.047,70320.07,30074.68
575,6,6841.638,1058.047,70320.07,30074.68
576,6,6841.638,1058.047,70320.07,30074.68
577,6,6841.638,1058.047,70320.07,30074.68
578,6,6841.638,1058.047,70320.07,30074.68
579,6,6841.638,1058.047,70320.07,30074.68
580,6,6841.638,1058.047,70320.07,30074.68
581,6,6841.638,1058.047,70320.07,30074.68
582,6,6841.638,1058.047,70320.07,30074.68
583,6,6841.638,1058.047,70320.07,30074.68
584,6,6841.638,1058.047,70320.07,30074.68
585,6,6841.638,1058.047,70320.07,30074.68
586,6,6841.638,1058.047,70320.07,30074.68
587,6,6841.638,1058.047,70320.07,30074.68
588,6,6841.638,1058.047,70320.07,30074.68
589,6,6841.638,1058.047,70320.07,30074.68
590,6,6841.638,1058.047,70320.07,30074.68
591,6,6841.638,1058.047,70320.07,30074.68
592,6,6841.638,1058.047,70320.07,30074.68
593,6,6841.638,1058.047,70320.07,30074.68
594,6,6841.638,1058.047,70320.07,30074.68
595,6,6841.638,1058.047,70320.07,30074.68
596,6,6841.638,1058.047,70320.07,30074.68
597,6,6841.638,1058.047,70320.07,30074.68
598,6,6841.638,1058.047,70320.07,30074.68
599,6,6841.638,1058.047,70320.07,30074.68
600,6,6841.638,1058.047,70320.07,30074.68
601,6,6841.638,1058.047,70320.07,30074.68
602,6,6841.638,1058.047,70320.07,30074.68
603,6,6841.638,1058.047,70320.07,30074.68
604,6,6841.638,1058.047,70320.07,30074.68
605,6,6841.638,1058.047,70320.07,30074.68
606,6,6841.638,1058.047,70320.07,30074.68
607,6,6841.638,1058.047,70320.07,30074.68
608,6,6841.638,1058.047,70320.07,30074.68
609,6,6841.638,1058.047,70320.07,30074.68
610,6,6841.638,1058.047,70320.07,30074.68
611,6,6841.638,1058.047,70320.07,30074.68
612,6,6841.638,1058.047,70320.07,30074.68
613,6,6841.638,1058.047,70320.07,30074.68
614,6,6841.638,1058.047,70320.07,30074.68
615,6,6841.638,1058.047,70320.07,30074.68
616,6,6841.638,1058.047,70320.07,30074.68
